NEWID,COST,UCC,year,month,day
1228692,3.28,170532,2011,7,30
1228692,1.99,180611,2011,7,30
1228692,2.99,180710,2011,7,28
1228692,6.73,190111,2011,7,26
1228692,5.34,190111,2011,7,27
1228692,5.34,190111,2011,7,28
1228692,5.34,190111,2011,7,30
1228692,60.79,260110,2011,7,28
1228692,30.15,260210,2011,7,28
1228692,87.29,270210,2011,7,28
1228692,3.27,330110,2011,7,30
1228692,6.54,330110,2011,7,30
1228692,4.37,330310,2011,7,25
1228692,3.5,330310,2011,7,30
1228692,55.2,400110,2011,7,30
1228692,40.0,470111,2011,7,24
1228692,40.0,470111,2011,7,30
1228692,29.3,540000,2011,7,28
1228711,2.9979,20110,2011,7,14
1228711,3.01004,20310,2011,7,14
1228711,4.466019999999999,20410,2011,7,14
1228711,4.814780000000001,40510,2011,7,14
1228711,3.9142,40610,2011,7,14
1228711,2.42979,100210,2011,7,14
1228711,3.925,100410,2011,7,14
1228711,2.7894,110210,2011,7,14
1228711,2.49057,110410,2011,7,14
1228711,3.60385,120310,2011,7,14
1228711,3.73394,130320,2011,7,14
1228711,5.1053,140340,2011,7,14
1228711,3.9175400000000002,160212,2011,7,14
1228711,3.1395299999999997,170110,2011,7,14
1228711,3.59006,170532,2011,7,14
1228711,2.38726,180310,2011,7,14
1228711,3.2425900000000003,180410,2011,7,14
1228711,2.50222,180710,2011,7,14
1228711,3.18,190111,2011,7,13
1228711,20.0,470111,2011,7,13
1228711,20.0,470111,2011,7,14
1228712,2.75752,20210,2011,7,27
1228712,3.7562900000000004,20510,2011,7,27
1228712,4.50938,30110,2011,7,27
1228712,4.89238,50210,2011,7,27
1228712,3.8984900000000002,50310,2011,7,27
1228712,4.95432,60110,2011,7,27
1228712,5.185,70240,2011,7,27
1228712,3.1591299999999998,80110,2011,7,27
1228712,2.3620799999999997,90110,2011,7,27
1228712,4.21108,100410,2011,7,27
1228712,2.9927200000000003,110210,2011,7,27
1228712,2.6721,110410,2011,7,27
1228712,3.8888800000000003,120210,2011,7,27
1228712,1.82782,120410,2011,7,27
1228712,6.02789,130121,2011,7,27
1228712,2.8728599999999997,150110,2011,7,27
1228712,3.9945699999999995,150310,2011,7,27
1228712,4.20309,160212,2011,7,27
1228712,3.3683699999999996,170110,2011,7,27
1228712,3.8517300000000003,170532,2011,7,27
1228712,3.74128,180110,2011,7,27
1228712,3.47894,180410,2011,7,27
1228712,2.9940599999999997,180510,2011,7,27
1228712,20.0,470111,2011,7,27
1228752,9.72,180310,2011,8,9
1228752,18.37,190111,2011,8,7
1228752,3.2,330410,2011,8,9
1228752,58.7,470111,2011,8,10
1228752,1.07,660000,2011,8,9
1228781,4.0,20210,2011,7,29
1228781,2.99,20210,2011,8,1
1228781,4.69,20310,2011,8,1
1228781,3.0,20510,2011,7,29
1228781,2.29,20610,2011,8,1
1228781,2.02,40410,2011,7,29
1228781,2.27,40410,2011,7,29
1228781,2.99,50310,2011,7,29
1228781,4.79,50310,2011,8,1
1228781,2.99,90110,2011,7,29
1228781,3.99,100210,2011,8,1
1228781,2.14,110110,2011,7,29
1228781,0.56,110210,2011,7,29
1228781,0.54781,110410,2011,7,29
1228781,0.82219,110510,2011,7,29
1228781,1.29,120210,2011,7,29
1228781,2.29,120210,2011,8,1
1228781,1.39,120410,2011,7,29
1228781,0.59,120410,2011,7,29
1228781,1.99,120410,2011,8,1
1228781,1.25,130212,2011,7,29
1228781,3.99,130310,2011,8,1
1228781,1.49,140230,2011,7,30
1228781,1.49,140230,2011,7,30
1228781,1.97,160320,2011,8,1
1228781,4.59,170510,2011,7,30
1228781,2.7,190311,2011,7,30
1228781,2.12,190311,2011,7,31
1228781,5.0,190311,2011,8,1
1228781,2.5,190311,2011,8,4
1228781,1.0,190321,2011,7,29
1228781,15.0,470111,2011,7,29
1228781,15.0,470111,2011,8,1
1228781,15.0,470111,2011,8,4
1228781,2.0,520531,2011,7,30
1228781,5.99,610110,2011,7,31
1228781,2.5,620121,2011,7,31
1228781,1.0,620926,2011,7,31
1228781,1.88,640410,2011,7,31
1228782,3.49,20710,2011,8,7
1228782,4.59,40310,2011,8,7
1228782,2.99,90110,2011,8,7
1228782,2.5,100410,2011,8,7
1228782,0.49983,110410,2011,8,7
1228782,0.75017,110510,2011,8,7
1228782,0.31,120410,2011,8,7
1228782,1.25,130212,2011,8,7
1228782,1.79,140110,2011,8,7
1228782,0.79,140210,2011,8,7
1228782,1.5,180310,2011,8,7
1228782,1.5,180410,2011,8,7
1228782,2.5,180510,2011,8,7
1228782,0.88,180611,2011,8,7
1228782,1.0,190311,2011,8,6
1228782,1.0,190311,2011,8,7
1228782,2.0,190311,2011,8,9
1228782,1.5,190311,2011,8,10
1228782,5.75,190311,2011,8,11
1228782,4.25,190312,2011,8,12
1228782,20.0,470111,2011,8,6
1228782,15.0,470111,2011,8,9
1228782,15.0,470111,2011,8,10
1228782,20.0,470111,2011,8,12
1228782,2.5,620121,2011,8,8
1228782,11.5,620211,2011,8,7
1228782,1.0,620926,2011,8,9
1228782,1.0,620926,2011,8,11
1228811,2.99,10110,2011,8,5
1228811,1.77,10120,2011,8,5
1228811,1.60984,20110,2011,8,4
1228811,1.34064,20110,2011,8,8
1228811,1.38016,20210,2011,8,4
1228811,1.14936,20210,2011,8,8
1228811,6.99,30110,2011,8,6
1228811,8.58,40210,2011,8,7
1228811,1.07066,130212,2011,8,4
1228811,1.41934,140420,2011,8,4
1228811,3.0,150110,2011,8,2
1228811,3.0,150110,2011,8,4
1228811,1.99,150310,2011,8,5
1228811,4.49,160320,2011,8,8
1228811,3.5098199999999995,170310,2011,8,4
1228811,3.4901800000000005,170410,2011,8,4
1228811,3.79,180520,2011,8,4
1228811,5.0,180520,2011,8,5
1228811,4.49,180710,2011,8,4
1228811,12.25,190111,2011,8,2
1228811,1.4,190111,2011,8,2
1228811,5.99,190111,2011,8,3
1228811,10.75,190111,2011,8,4
1228811,4.25,190111,2011,8,5
1228811,1.25,190111,2011,8,5
1228811,4.29,190111,2011,8,8
1228811,4.375859999999999,190111,2011,8,4
1228811,2.28,190311,2011,8,7
1228811,2.0,190311,2011,8,7
1228811,1.0,190311,2011,8,8
1228811,2.0,190311,2011,8,8
1228811,3.20414,190311,2011,8,4
1228811,4.6,190321,2011,8,6
1228811,6.48,280230,2011,8,7
1228811,16.26,310340,2011,8,4
1228811,3.8,320233,2011,8,5
1228811,1.05,330410,2011,8,5
1228811,3.8,330410,2011,8,5
1228811,2.7,330410,2011,8,5
1228811,56.93,330510,2011,8,7
1228811,70.0,470111,2011,8,2
1228811,2.76,530311,2011,8,7
1228811,112.84,530311,2011,8,8
1228811,2.49,590210,2011,8,4
1228811,86.77,600410,2011,8,3
1228811,19.4,600420,2011,8,5
1228811,2.17,600420,2011,8,5
1228811,4.21,600420,2011,8,5
1228811,3.99,610110,2011,8,3
1228811,10.84,610110,2011,8,4
1228811,21.69,610110,2011,8,4
1228811,10.84,610110,2011,8,4
1228811,10.83,610110,2011,8,4
1228811,17.35,610110,2011,8,4
1228811,7.6,610110,2011,8,4
1228811,8.55,610110,2011,8,5
1228811,21.69,610110,2011,8,5
1228811,27.11,610110,2011,8,5
1228811,21.68,610110,2011,8,5
1228811,11.92,610110,2011,8,5
1228811,28.21,620121,2011,8,7
1228811,18.45,620510,2011,8,6
1228811,2.17,620926,2011,8,3
1228811,27.11,640120,2011,8,2
1228811,8.68,640410,2011,8,2
1228812,7.25,30110,2011,8,7
1228812,8.99,50110,2011,8,2
1228812,1.99,120210,2011,8,7
1228812,13.66,170110,2011,8,2
1228812,1.0,180410,2011,8,7
1228812,2.29,180710,2011,8,7
1228812,11.47,190211,2011,8,3
1228812,28.2,200111,2011,8,2
1228812,14.37,320150,2011,8,2
1228812,3.24,330410,2011,8,2
1228812,1.09,330410,2011,8,2
1228812,13.39,330510,2011,8,2
1228812,13.54,340120,2011,8,2
1228812,15.19,360330,2011,8,3
1228812,4.49,550310,2011,8,2
1228812,23.99,610310,2011,8,6
1228812,4.87,640210,2011,8,2
1228832,3.36,10210,2011,8,4
1228832,3.05,10210,2011,8,10
1228832,0.99,10320,2011,8,4
1228832,0.99,10320,2011,8,8
1228832,2.58,20210,2011,8,6
1228832,2.58,20210,2011,8,10
1228832,1.1,20310,2011,8,4
1228832,2.29,20510,2011,8,4
1228832,2.05,20810,2011,8,8
1228832,2.87,60310,2011,8,10
1228832,1.89,80110,2011,8,10
1228832,1.89,90110,2011,8,4
1228832,2.0,90210,2011,8,8
1228832,3.47,100110,2011,8,4
1228832,2.99,100210,2011,8,8
1228832,2.62,100410,2011,8,4
1228832,3.61,100410,2011,8,8
1228832,1.49,100510,2011,8,8
1228832,1.37,110110,2011,8,10
1228832,2.79,110410,2011,8,8
1228832,0.31989,110410,2011,8,8
1228832,1.71,110410,2011,8,10
1228832,0.48011000000000004,110510,2011,8,8
1228832,1.69,120210,2011,8,8
1228832,1.75,120210,2011,8,10
1228832,2.11,120410,2011,8,8
1228832,2.29,130212,2011,8,4
1228832,1.88,130212,2011,8,6
1228832,4.58,130212,2011,8,8
1228832,4.46,130212,2011,8,10
1228832,1.99,130310,2011,8,4
1228832,2.49,160110,2011,8,4
1228832,3.93,170210,2011,8,4
1228832,11.79,170210,2011,8,8
1228832,2.6,180310,2011,8,4
1228832,10.83,190211,2011,8,4
1228832,11.27,190211,2011,8,5
1228832,8.53,190311,2011,8,5
1228832,58.62,270210,2011,8,6
1228832,10.0,300900,2011,8,6
1228832,38.95,320232,2011,8,5
1228832,7.95966,320310,2011,8,5
1228832,5.03034,320320,2011,8,5
1228832,7.795910000000001,360311,2011,8,5
1228832,9.75409,360410,2011,8,5
1228832,16.23,380210,2011,8,5
1228832,6.5,390120,2011,8,6
1228832,21.63,390210,2011,8,5
1228832,14.06,390223,2011,8,5
1228832,19.46,390230,2011,8,5
1228832,27.03,400220,2011,8,5
1228832,16.23,410110,2011,8,5
1228832,40.25,410120,2011,8,5
1228832,7.58,410120,2011,8,6
1228832,21.64,410901,2011,8,5
1228832,46.0,470111,2011,8,5
1228832,137.48,500110,2011,8,10
1228832,3.11,640110,2011,8,6
1228832,10.83,640310,2011,8,6
1228832,4.25,640310,2011,8,6
1228832,1.36,640310,2011,8,10
1228832,2.7,640310,2011,8,10
1228842,1.09,4000,2011,7,31
1228842,937.13,9000,2011,8,2
1228842,2.99,80110,2011,8,5
1228842,1.79,90110,2011,8,5
1228842,3.0,100410,2011,7,31
1228842,3.0,100410,2011,8,5
1228842,6.54,100510,2011,8,5
1228842,2.35,110310,2011,7,31
1228842,2.2,110410,2011,8,2
1228842,2.82,110410,2011,8,5
1228842,1.38,110510,2011,7,31
1228842,3.96,110510,2011,7,31
1228842,1.65,110510,2011,7,31
1228842,2.99,120210,2011,7,31
1228842,2.99,120210,2011,8,2
1228842,2.1,120410,2011,8,2
1228842,5.99,120410,2011,8,2
1228842,1.79,150310,2011,8,5
1228842,2.72,160212,2011,8,2
1228842,2.99,170110,2011,8,5
1228842,1.79,170110,2011,8,5
1228842,7.05,180220,2011,8,5
1228842,2.81,180510,2011,7,31
1228842,2.17,180710,2011,8,5
1228842,6.76,190111,2011,7,30
1228842,7.85,190111,2011,8,3
1228842,4.63,190111,2011,8,4
1228842,14.31,190211,2011,7,30
1228842,1.36,190311,2011,7,30
1228842,0.86,190311,2011,7,31
1228842,1.64,190311,2011,7,31
1228842,3.01,190311,2011,8,1
1228842,3.31,190311,2011,8,1
1228842,4.27,190311,2011,8,4
1228842,2.25,190313,2011,7,30
1228842,0.9,190313,2011,8,1
1228842,4.0,190314,2011,8,1
1228842,3.45,190321,2011,8,2
1228842,9.52,190322,2011,8,2
1228842,8.13,200111,2011,8,4
1228842,27.1,230110,2011,8,1
1228842,225.76,260110,2011,8,1
1228842,51.99,260210,2011,8,1
1228842,54.91,270210,2011,8,2
1228842,103.63,270310,2011,8,1
1228842,16.29,310352,2011,8,2
1228842,8.69,330410,2011,8,2
1228842,1.56,330410,2011,8,2
1228842,1.09,330410,2011,8,2
1228842,27.18,340120,2011,8,2
1228842,23.46,470111,2011,8,1
1228842,50.92,470111,2011,8,1
1228842,21.89,470111,2011,8,4
1228842,111.93,500110,2011,8,2
1228842,64.2,550210,2011,8,4
1228842,65.95,560110,2011,8,1
1228842,10.86,610110,2011,8,2
1228842,6.48,610110,2011,8,2
1228842,8.84,610320,2011,8,2
1228842,14.06,660000,2011,8,1
1228842,5.43,660000,2011,8,2
1228861,106.0,4100,2011,7,26
1228861,3.18,10210,2011,7,24
1228861,3.99,20210,2011,7,24
1228861,2.99,20610,2011,7,24
1228861,5.0,20610,2011,7,24
1228861,3.19,80110,2011,7,24
1228861,2.59,90110,2011,7,24
1228861,11.58,100410,2011,7,24
1228861,2.99,110410,2011,7,24
1228861,1.86,120110,2011,7,24
1228861,1.99,120210,2011,7,24
1228861,3.99,120310,2011,7,24
1228861,2.5,140210,2011,7,24
1228861,2.12,160212,2011,7,24
1228861,2.65,160212,2011,7,24
1228861,7.4,180310,2011,7,24
1228861,6.35,180710,2011,7,24
1228861,4.5,190111,2011,7,20
1228861,1.06,190111,2011,7,20
1228861,3.78,190111,2011,7,25
1228861,15.0,190112,2011,7,25
1228861,92.4,190212,2011,7,22
1228861,64.16,190212,2011,7,23
1228861,58.12,190212,2011,7,24
1228861,15.53,190212,2011,7,26
1228861,2.75,190311,2011,7,24
1228861,2.12,190311,2011,7,26
1228861,1.5,190321,2011,7,20
1228861,7.0,200522,2011,7,26
1228861,14.5,200532,2011,7,22
1228861,7.5,200532,2011,7,23
1228861,8.72,200532,2011,7,24
1228861,1.58,330210,2011,7,24
1228861,8.25,330410,2011,7,24
1228861,2.11,330410,2011,7,26
1228861,5.07,330510,2011,7,24
1228861,41.0,470111,2011,7,24
1228861,70.01,470111,2011,7,25
1228861,2.12,520531,2011,7,20
1228861,7.93637,540000,2011,7,25
1228861,13.554,540000,2011,7,25
1228861,45.0,540000,2011,7,26
1228861,12.62412,540000,2011,7,26
1228861,90.99,540000,2011,7,26
1228861,7.91918,550210,2011,7,25
1228861,7.37588,550210,2011,7,26
1228861,32.99,550310,2011,7,21
1228861,5.67199,550310,2011,7,25
1228861,9.686819999999999,550310,2011,7,25
1228861,21.111639999999998,550330,2011,7,25
1228861,483.709,560110,2011,7,21
1228861,14.50344,650110,2011,7,21
1228861,24.1724,650110,2011,7,21
1228861,14.11656,650210,2011,7,21
1228861,23.5276,650210,2011,7,21
1228862,804.38581,2100,2011,7,31
1228862,14.86,30810,2011,8,2
1228862,11.3,60210,2011,8,2
1228862,12.13,70230,2011,7,30
1228862,9.99,70240,2011,7,30
1228862,2.59,90110,2011,8,2
1228862,13.18,100210,2011,7,28
1228862,3.0,100410,2011,8,2
1228862,3.99,130211,2011,7,30
1228862,1.0,140110,2011,8,2
1228862,12.68,180710,2011,7,28
1228862,5.11,190111,2011,7,29
1228862,1.06,190111,2011,8,1
1228862,1.06,190111,2011,8,1
1228862,23.25,190112,2011,7,28
1228862,34.32,190112,2011,7,29
1228862,5.03883,190211,2011,7,29
1228862,259.85,190212,2011,7,28
1228862,86.65,190212,2011,7,31
1228862,1.65,190311,2011,7,29
1228862,1.78,190311,2011,8,2
1228862,2.23228,190311,2011,7,29
1228862,2.85494,190313,2011,7,29
1228862,1.06,190321,2011,8,1
1228862,1.93,190321,2011,8,1
1228862,2.11,190321,2011,8,2
1228862,8.64,190322,2011,7,30
1228862,8.0,200532,2011,7,28
1228862,6.85,200532,2011,7,31
1228862,1007.0,210110,2011,7,29
1228862,185.82,260110,2011,7,31
1228862,33.91,310900,2011,7,28
1228862,6.35,320410,2011,7,28
1228862,4.23,320410,2011,7,28
1228862,5.29,320902,2011,7,28
1228862,5.92167,330110,2011,7,29
1228862,5.08866,330310,2011,7,29
1228862,6.44,330410,2011,8,3
1228862,18.66,340110,2011,7,30
1228862,1.36,340110,2011,7,30
1228862,28.64,380333,2011,7,31
1228862,78.64,430120,2011,7,31
1228862,43.0,470111,2011,7,30
1228862,1502.60357,500110,2011,7,31
1228862,57.24,520531,2011,7,31
1228862,1056.0,530110,2011,7,28
1228862,23.853270000000002,540000,2011,7,30
1228862,13.936729999999999,550210,2011,7,30
1228862,4.0,550310,2011,7,30
1228862,6.23,550310,2011,7,31
1228862,20.0,560110,2011,7,30
1228862,1354.49062,580000,2011,7,31
1228862,19.95,590210,2011,7,31
1228862,3.99,590210,2011,8,3
1228862,14.97,590210,2011,8,3
1228862,158.99,600903,2011,7,29
1228862,7.139880000000001,610310,2011,7,29
1228862,53.0,620111,2011,7,28
1228862,6.69375,640110,2011,7,29
1228901,2.68629,20110,2011,7,18
1228901,2.6971700000000003,20310,2011,7,18
1228901,4.781969999999999,20820,2011,7,18
1228901,10.68,100410,2011,7,18
1228901,3.04307,140110,2011,7,18
1228901,2.3993700000000002,150110,2011,7,18
1228901,2.24214,180710,2011,7,18
1228901,3.89,190111,2011,7,14
1228901,7.75,190111,2011,7,15
1228901,1.75,190111,2011,7,15
1228901,10.41,190111,2011,7,16
1228901,2.42,190111,2011,7,18
1228901,6.63,190112,2011,7,17
1228901,14.0,190212,2011,7,14
1228901,2.32,190312,2011,7,14
1228901,2.32,190312,2011,7,18
1228901,2.08,190312,2011,7,19
1228901,1.25,190313,2011,7,16
1228901,3.42,190322,2011,7,14
1228901,2.08,190322,2011,7,14
1228901,2.08,190322,2011,7,15
1228901,2.08,190322,2011,7,16
1228901,2.08,190322,2011,7,17
1228901,2.24,200111,2011,7,14
1228901,10.61,200512,2011,7,15
1228901,144.45,290310,2011,7,18
1228901,8.56,310331,2011,7,17
1228901,15.0,470111,2011,7,14
1228901,20.0,470111,2011,7,14
1228901,15.0,470111,2011,7,15
1228901,15.0,470111,2011,7,16
1228901,15.0,470111,2011,7,17
1228901,15.0,470111,2011,7,18
1228901,9.9,610310,2011,7,17
1228901,8.56,610310,2011,7,17
1228901,1.16,620912,2011,7,18
1228901,5.3,630110,2011,7,14
1228901,5.3,630110,2011,7,15
1228901,5.3,630110,2011,7,16
1228901,5.3,630110,2011,7,17
1228901,5.3,630110,2011,7,18
1228901,5.3,630110,2011,7,19
1228902,2.56,10310,2011,7,22
1228902,1.59,10320,2011,7,22
1228902,1.66,10320,2011,7,27
1228902,3.84,20510,2011,7,25
1228902,3.73,20510,2011,7,25
1228902,4.27,20710,2011,7,22
1228902,6.33,30410,2011,7,22
1228902,30.98,30610,2011,7,24
1228902,7.48,40110,2011,7,25
1228902,4.27,40310,2011,7,25
1228902,4.42,40510,2011,7,27
1228902,1.59,90210,2011,7,25
1228902,3.63,100110,2011,7,25
1228902,3.73,100210,2011,7,25
1228902,7.47,100210,2011,7,25
1228902,4.27,100210,2011,7,25
1228902,3.2,110110,2011,7,27
1228902,2.24,110410,2011,7,24
1228902,0.91,120410,2011,7,25
1228902,0.95,120410,2011,7,27
1228902,0.95,140230,2011,7,22
1228902,1.27,150110,2011,7,27
1228902,5.13,160211,2011,7,22
1228902,4.8,160211,2011,7,22
1228902,5.97,180210,2011,7,22
1228902,3.52,180510,2011,7,25
1228902,3.41,180510,2011,7,27
1228902,2.99,180520,2011,7,27
1228902,11.77,180710,2011,7,23
1228902,7.94,190111,2011,7,26
1228902,17.43,190211,2011,7,28
1228902,2.08,190311,2011,7,25
1228902,2.87,190311,2011,7,25
1228902,2.08,190312,2011,7,22
1228902,2.08,190312,2011,7,24
1228902,2.08,190312,2011,7,28
1228902,10.69,200111,2011,7,24
1228902,2.88,320140,2011,7,27
1228902,15.48,320410,2011,7,26
1228902,11.74,330110,2011,7,26
